customerNo,uniqueTranId,transactionDate,amount,description
37451627,JA7123676392,18-09-2025,475.0,Restaurant bill
37452003,AA1910367407,18-09-2025,3288.18,Restaurant bill
37451024,PD6390907409,19-09-2025,3826.86,Travel booking
37451648,AE6112404811,19-09-2025,1515.74,Travel booking
37451092,PU3356757329,18-09-2025,4354.23,Grocery purchase
37451710,IG7813971656,19-09-2025,2248.2,Online shopping
37452086,WI0805607214,18-09-2025,3286.69,Travel booking
37451597,CZ8669291362,18-09-2025,2297.75,Miscellaneous
37452241,MS2187935631,19-09-2025,2091.08,Online shopping
37451043,IO1461379172,18-09-2025,1511.13,Online shopping
37452143,JV6306277035,18-09-2025,105.55,Online shopping
37451486,IZ5917239819,19-09-2025,102.93,Online shopping
37452393,US6859450118,18-09-2025,922.9,Medical expense
37451534,VW0388081102,18-09-2025,4894.68,Utility payment
37451858,HS3068733912,19-09-2025,605.5,Grocery purchase
37451925,DX7164138759,19-09-2025,2124.16,Medical expense
37451693,SP7772122264,19-09-2025,2661.88,Subscription
37451502,FN8904475886,19-09-2025,4161.73,Medical expense
37452362,WA4814020628,19-09-2025,2625.89,Travel booking
37451328,EV7944758338,19-09-2025,3334.48,Miscellaneous
37451087,XH5159829423,19-09-2025,1640.23,Restaurant bill
37451590,AW6600167544,18-09-2025,2869.53,Miscellaneous
37451472,IC3793137841,19-09-2025,733.85,Grocery purchase
37451038,UO9892711317,19-09-2025,3456.11,Restaurant bill
37451212,RE3109229008,19-09-2025,2932.15,Miscellaneous
37452303,OG7806778175,18-09-2025,1574.33,Electronics
37451872,PK0772578685,19-09-2025,3179.7,Online shopping
37451356,UQ8324603202,18-09-2025,1677.93,Miscellaneous
37452490,LU9714460339,18-09-2025,1582.6,Miscellaneous
37451705,IS1328405751,19-09-2025,1292.18,Utility payment
37452311,YW1864341735,18-09-2025,4994.4,Subscription
37451724,CP6671827159,19-09-2025,1556.68,Grocery purchase
37452407,FT2290082605,19-09-2025,823.94,Medical expense
37451287,KN7807534233,18-09-2025,4753.95,Utility payment
37452141,FX6863955642,19-09-2025,3047.69,Restaurant bill
37452466,TD2695184706,18-09-2025,3009.06,Restaurant bill
37451152,QI1819902018,18-09-2025,1413.61,Subscription
37451656,UH0960610144,19-09-2025,3066.59,Grocery purchase
37452287,KP1831947287,19-09-2025,463.47,Grocery purchase
37451892,JI7223194118,18-09-2025,4833.7,Utility payment
37451745,GI8517947452,19-09-2025,1635.15,Utility payment
37451865,ET6978549330,19-09-2025,726.98,Subscription
37451131,HQ6353889750,19-09-2025,2216.4,Miscellaneous
37451289,YX8497874585,19-09-2025,3018.34,Medical expense
37452216,ZW5315386431,19-09-2025,1276.97,Subscription
37451273,EH0969057107,18-09-2025,334.26,Restaurant bill
37452072,EN6991139794,19-09-2025,4209.31,Restaurant bill
37452216,IX5903164808,18-09-2025,2264.45,Utility payment
37451996,BU5036326789,18-09-2025,2524.16,Electronics
37451444,GF2590561627,19-09-2025,311.41,Miscellaneous
37451972,VV2894729947,18-09-2025,647.72,Online shopping
37451326,FM8149158320,18-09-2025,2144.15,Electronics
37452404,FO5617339599,18-09-2025,4759.23,Medical expense
37451520,WG0380453671,18-09-2025,3713.79,Online shopping
37451748,WZ1393331763,19-09-2025,157.44,Fuel recharge
37451508,JY6227322697,18-09-2025,1627.4,Fuel recharge
37452099,GQ5403707557,18-09-2025,593.69,Medical expense
37452289,IX7261749649,19-09-2025,3148.73,Subscription
37452342,ZG5906196240,19-09-2025,679.61,Travel booking
37451354,LV2237737179,18-09-2025,2818.22,Restaurant bill
37451150,YA6409737543,19-09-2025,69.28,Online shopping
37452313,AK4437445956,18-09-2025,4649.0,Electronics
37451920,UO7160685763,18-09-2025,3079.55,Subscription
37451798,JG7014579449,19-09-2025,3321.81,Fuel recharge
37451941,JP9438383621,18-09-2025,600.68,Grocery purchase
37451366,NG3304222960,19-09-2025,1892.85,Grocery purchase
37451338,AD7759222796,18-09-2025,1738.37,Grocery purchase
37451487,WR2439460004,18-09-2025,1112.8,Online shopping
37452003,QJ1354086107,19-09-2025,2403.66,Grocery purchase
37451242,LE3024317679,18-09-2025,4582.7,Restaurant bill
37451285,LO3425335574,18-09-2025,562.97,Online shopping
37452302,LY1241583759,19-09-2025,1447.78,Subscription
37451111,YX1444072808,19-09-2025,1842.43,Electronics
37451922,FB6624929139,19-09-2025,1411.27,Online shopping
37451874,GU4578280275,19-09-2025,2486.53,Travel booking
37452327,FP6253329724,18-09-2025,3179.02,Travel booking
37452167,ZI3926820729,19-09-2025,2624.11,Travel booking
37452455,JA1467182259,18-09-2025,3648.43,Restaurant bill
37451042,BC4698495841,18-09-2025,2080.62,Electronics
37451800,RZ4851360246,18-09-2025,2130.71,Travel booking
37451309,OG1462802675,18-09-2025,3615.6,Fuel recharge
37452352,VB7294695158,18-09-2025,1288.98,Grocery purchase
37451509,QF4068662376,18-09-2025,4496.65,Fuel recharge
37451962,RJ3185018966,19-09-2025,4045.73,Restaurant bill
37451055,PL5223990459,18-09-2025,286.85,Subscription
37451612,UQ0301475467,18-09-2025,2006.52,Subscription
37451329,AJ9175675103,19-09-2025,2928.15,Grocery purchase
37451424,QB5300471011,18-09-2025,3947.53,Subscription
37451628,VG0947292240,18-09-2025,704.51,Online shopping
37451813,DI1678481211,19-09-2025,3542.55,Fuel recharge
37452443,GX3291345026,19-09-2025,3244.66,Utility payment
37451266,KL8038951717,18-09-2025,2319.09,Electronics
37451117,ZU5390370253,18-09-2025,994.12,Medical expense
37452177,DH7324406487,19-09-2025,2918.18,Subscription
37452202,RM6309099604,19-09-2025,2581.26,Grocery purchase
37451381,AT6510914378,19-09-2025,846.16,Online shopping
37451297,JH6720156372,19-09-2025,2886.5,Electronics
37452303,VU8582546187,18-09-2025,4346.3,Fuel recharge
37452247,BA2967815952,18-09-2025,524.12,Miscellaneous
37452495,QS9831703540,18-09-2025,2421.93,Electronics
37451181,EN7084711309,18-09-2025,2860.09,Subscription
37451427,XC7324329321,19-09-2025,1226.71,Miscellaneous
37452478,HN7074389667,18-09-2025,4454.62,Travel booking
37452451,NY7529705486,18-09-2025,4989.87,Fuel recharge
37452144,JO2702039928,19-09-2025,1727.38,Utility payment
37451193,DL0754606562,18-09-2025,3387.08,Online shopping
37451272,RN7898392881,19-09-2025,4711.59,Travel booking
37451513,NO3238557773,19-09-2025,924.13,Online shopping
37452243,YW2644237301,18-09-2025,412.89,Travel booking
37451219,ZF4607065888,19-09-2025,3165.02,Travel booking
37452374,YB7991090491,19-09-2025,1598.18,Restaurant bill
37451171,ZW3299866042,19-09-2025,858.05,Electronics
37451131,KI7860751337,18-09-2025,1841.66,Travel booking
37452478,CP3002088712,18-09-2025,3349.52,Restaurant bill
37451306,US1983589054,19-09-2025,1152.33,Fuel recharge
37452487,BE3689688510,18-09-2025,4483.92,Medical expense
37451825,FQ5921092903,19-09-2025,336.53,Travel booking
37451119,KP1513071909,18-09-2025,2012.09,Subscription
37451700,AS3928966869,18-09-2025,651.22,Online shopping
37451968,ZT7776984389,19-09-2025,3547.38,Online shopping
37452005,JZ6023878155,19-09-2025,3975.77,Electronics
37451839,GG9844677081,18-09-2025,4991.0,Travel booking
37451356,WZ0674362238,18-09-2025,3752.75,Restaurant bill
37451241,FE7540245978,19-09-2025,3557.93,Miscellaneous
37452115,WP2189970520,18-09-2025,2286.39,Miscellaneous
37452005,WY0284749633,19-09-2025,3304.81,Medical expense
37452045,BF3131963433,19-09-2025,2488.1,Grocery purchase
37451805,QS8217499338,19-09-2025,3924.09,Utility payment
37451380,GH6788033893,18-09-2025,4829.1,Miscellaneous
37452032,HK5550640032,18-09-2025,2286.24,Utility payment
37452073,FX8132045497,19-09-2025,1775.35,Utility payment
37451326,VR7053200761,18-09-2025,4621.96,Grocery purchase
37452085,NT8253031076,18-09-2025,3767.27,Restaurant bill
37451211,YI8543653044,18-09-2025,242.95,Travel booking
37451362,NO6467853980,18-09-2025,1162.27,Electronics
37452431,OJ5127837908,19-09-2025,1416.24,Medical expense
37452009,KU6614314165,18-09-2025,3395.39,Restaurant bill
37451031,IR8866838064,18-09-2025,14.22,Utility payment
37452342,RF3227817040,19-09-2025,310.29,Subscription
37451838,WW7482527295,19-09-2025,1015.53,Online shopping
37451074,LA6147011850,18-09-2025,3249.19,Online shopping
37452257,EK0181602150,19-09-2025,4522.36,Subscription
37452205,MW7145935464,19-09-2025,1719.04,Restaurant bill
37451471,AI2512215600,18-09-2025,3841.53,Subscription
37452074,GI3746903343,18-09-2025,98.54,Restaurant bill
37451032,JQ9276974243,18-09-2025,4764.07,Utility payment
37452316,NX7573129757,18-09-2025,1953.27,Grocery purchase
37451070,LI8870843670,18-09-2025,1099.51,Fuel recharge
37452378,VA8013664566,18-09-2025,3043.98,Travel booking
37451666,MU5508506813,19-09-2025,4563.56,Miscellaneous
37452051,PU2647309133,18-09-2025,4161.58,Travel booking
37452075,YZ2002684139,18-09-2025,608.41,Online shopping
37451038,HX6514032467,19-09-2025,2816.53,Subscription
37451649,SN1184275936,19-09-2025,3829.89,Travel booking
37452281,ZZ4014240397,18-09-2025,2753.31,Miscellaneous
37452253,GB2883826124,18-09-2025,3499.8,Miscellaneous
37451654,NG1549567041,19-09-2025,3746.74,Grocery purchase
37451771,BG9071325023,18-09-2025,4332.51,Electronics
37451769,PT1684495323,18-09-2025,1088.66,Travel booking
37452150,TW6963544159,18-09-2025,2977.04,Online shopping
37452264,WE3309197646,19-09-2025,3252.92,Electronics
37451158,XI8589230613,19-09-2025,4828.37,Travel booking
37451822,BG3332417157,19-09-2025,2747.91,Miscellaneous
37451874,YF0791161437,18-09-2025,181.62,Electronics
37451677,IB5087681447,19-09-2025,1244.99,Miscellaneous
37451576,ON6672185746,19-09-2025,3268.15,Grocery purchase
37451252,XG5137776265,18-09-2025,4649.57,Restaurant bill
37452437,YU9587125480,19-09-2025,3124.25,Miscellaneous
37452033,LF7679956386,19-09-2025,2123.06,Fuel recharge
37452094,OB6337462675,18-09-2025,2521.17,Fuel recharge
37451358,ZX1969423590,19-09-2025,247.43,Restaurant bill
37451811,EU0834962821,18-09-2025,2300.07,Electronics
37452044,MR9802344503,18-09-2025,4595.59,Grocery purchase
37452157,WN6376702920,19-09-2025,3345.91,Electronics
37452143,IO2186618342,19-09-2025,764.0,Medical expense
37452106,KB3526671936,18-09-2025,699.54,Electronics
37451318,WK6664467881,18-09-2025,2242.56,Grocery purchase
37452287,RO9668097039,18-09-2025,1613.76,Utility payment
37452399,JU7987470937,18-09-2025,522.28,Subscription
37451143,PS6825399700,19-09-2025,4279.05,Grocery purchase
37451870,UW8031657748,19-09-2025,479.83,Travel booking
37451326,PI9908993708,18-09-2025,495.2,Restaurant bill
37451794,GG8831475953,18-09-2025,1934.41,Utility payment
37452463,RX4105266850,19-09-2025,1820.26,Electronics
37451102,WX6054022385,19-09-2025,2667.65,Travel booking
37451899,LQ1386252580,19-09-2025,2417.48,Subscription
37451443,WI9539073562,18-09-2025,87.4,Medical expense
37451537,GV0648900468,19-09-2025,3696.51,Miscellaneous
37451882,TV5437366058,19-09-2025,1088.44,Online shopping
37451064,PI3971798991,18-09-2025,1809.98,Travel booking
37452370,PM8628908145,19-09-2025,882.48,Fuel recharge
37451006,DK3733253606,19-09-2025,1720.35,Fuel recharge
37451189,LZ1497997332,19-09-2025,429.4,Medical expense
37451772,EM7411731987,19-09-2025,4755.46,Grocery purchase
37452255,YC2936859111,19-09-2025,1344.78,Online shopping
37451799,CZ4740316827,18-09-2025,976.22,Electronics
37452014,UE5331041375,19-09-2025,2995.74,Utility payment
37451077,VY7999939382,18-09-2025,4122.99,Subscription
37451545,MK5792748661,18-09-2025,737.63,Electronics
37452389,QW2187840919,18-09-2025,3930.32,Electronics
37452143,FR0553765646,19-09-2025,1374.67,Grocery purchase
37451247,FP6785523554,19-09-2025,2767.84,Miscellaneous
37451168,TJ6111730551,19-09-2025,1998.08,Grocery purchase
37451513,ON0556024654,18-09-2025,3509.12,Subscription
37451179,XN1540393468,18-09-2025,348.83,Subscription
37451443,HT6322872507,19-09-2025,440.77,Medical expense
37451728,YU3622912002,19-09-2025,2580.12,Electronics
37451321,UJ9184460616,19-09-2025,4161.0,Grocery purchase
37452065,CB0540364522,18-09-2025,905.32,Subscription
37451478,PV7960522096,19-09-2025,1565.93,Miscellaneous
37451261,ET8149542115,19-09-2025,2243.02,Subscription
37452005,NI5111289821,18-09-2025,1662.98,Grocery purchase
37451040,EN5716545272,19-09-2025,2496.14,Electronics
37451228,JU5434923835,19-09-2025,791.64,Electronics
37452448,AA7549083667,18-09-2025,2171.43,Electronics
37452151,BX3625970805,19-09-2025,3253.2,Grocery purchase
37451535,LN0348879491,19-09-2025,2044.9,Restaurant bill
37451647,SM1651558160,18-09-2025,379.64,Restaurant bill
37452148,IS3636866997,18-09-2025,4459.43,Grocery purchase
37452415,NW8705585785,18-09-2025,4771.29,Travel booking
37451637,WR9364381152,19-09-2025,1038.84,Subscription
37452049,WA2900167638,18-09-2025,2034.18,Travel booking
37451460,PW4221453671,19-09-2025,4171.04,Fuel recharge
37451423,II2535954287,18-09-2025,4969.2,Utility payment
37451177,OD9899132690,18-09-2025,1386.86,Electronics
37451580,VR8743867555,18-09-2025,3852.3,Online shopping
37451857,QZ9373434888,18-09-2025,2423.34,Utility payment
37452386,IZ7247638255,18-09-2025,1682.38,Online shopping
37452209,AK4160805456,18-09-2025,471.59,Travel booking
37452098,XB0632607629,18-09-2025,2524.36,Miscellaneous
37452457,ER8835336131,18-09-2025,151.31,Subscription
37451642,BH7874341207,18-09-2025,2769.22,Fuel recharge
37452008,BA4697129235,18-09-2025,3922.54,Medical expense
37451251,TM2217628163,18-09-2025,3664.83,Online shopping
37451314,SX0009718722,18-09-2025,3249.38,Fuel recharge
37451432,VE0835487169,18-09-2025,4944.81,Miscellaneous
37451889,PV7584198190,18-09-2025,968.36,Miscellaneous
37451263,WW8933231876,18-09-2025,2430.41,Electronics
37451787,XU4970796285,19-09-2025,1358.15,Online shopping
37452484,IT2720333866,19-09-2025,4876.15,Utility payment
37451929,RW7918223886,18-09-2025,188.9,Online shopping
37451063,VH9580216627,19-09-2025,668.65,Fuel recharge
37451413,OW1831210863,19-09-2025,3270.72,Miscellaneous
37451159,GH4064671530,18-09-2025,874.77,Travel booking
37452330,EQ6259993854,18-09-2025,2888.93,Miscellaneous
37452301,WL8642619716,19-09-2025,2290.44,Travel booking
37451738,MO3285153093,18-09-2025,1539.37,Electronics
37452422,UM1547841068,19-09-2025,172.13,Medical expense
37451730,JW5530832554,18-09-2025,1002.36,Travel booking
37452435,VM2408708968,19-09-2025,1088.01,Grocery purchase
37451628,GJ8215057640,18-09-2025,3225.32,Utility payment
37452399,KK6620560035,18-09-2025,3164.48,Fuel recharge
37452273,FQ0740960233,18-09-2025,1441.3,Grocery purchase
37452352,LN8504401542,19-09-2025,928.63,Utility payment
37452069,YP9909476111,18-09-2025,3114.12,Travel booking
37452099,UP8497393225,19-09-2025,1208.65,Restaurant bill
37451588,DO0709921897,19-09-2025,2707.36,Medical expense
37452198,JF2521369812,18-09-2025,2220.41,Fuel recharge
37451448,XK6273903677,18-09-2025,4224.78,Restaurant bill
37451559,RH4915239321,19-09-2025,3197.9,Fuel recharge
37452230,PR3790243624,19-09-2025,4230.73,Grocery purchase
37452111,FM3106951492,18-09-2025,4922.05,Grocery purchase
37452062,BT9177753344,18-09-2025,4874.33,Travel booking
37451293,IU4300644236,18-09-2025,1209.8,Miscellaneous
37451461,TJ9520166718,19-09-2025,2369.53,Online shopping
37451541,XM4047627144,19-09-2025,1149.92,Electronics
37452275,QW5122469740,18-09-2025,1286.87,Fuel recharge
37451658,RR0726706226,19-09-2025,3274.62,Electronics
37451053,MP6930290696,18-09-2025,1743.67,Online shopping
37451086,HG0005677342,19-09-2025,3995.48,Subscription
37452478,MZ7720824561,19-09-2025,4911.09,Fuel recharge
37451873,QY2339481496,18-09-2025,4519.42,Restaurant bill
37452421,IO2556754531,19-09-2025,3969.44,Miscellaneous
37452064,TL8474397200,19-09-2025,143.95,Electronics
37451166,TC5688603667,19-09-2025,1684.0,Utility payment
37452381,PR0839867264,19-09-2025,2921.47,Utility payment
37452434,JJ8977173961,18-09-2025,4917.7,Restaurant bill
37451429,EC9448613801,19-09-2025,1821.84,Restaurant bill
37451757,TY8156144591,18-09-2025,4747.39,Utility payment
37452405,TP6835248045,18-09-2025,4717.98,Miscellaneous
37452487,FC3891551489,18-09-2025,2029.25,Subscription
37451961,PJ1454745754,18-09-2025,2625.34,Restaurant bill
37451000,FQ0911573887,18-09-2025,2224.81,Miscellaneous
37452040,UQ2724464340,19-09-2025,3131.07,Miscellaneous
37452079,MB3865673977,19-09-2025,4262.14,Utility payment
37451415,VR9947746236,18-09-2025,4331.83,Electronics
37452009,YR0214770085,18-09-2025,261.05,Restaurant bill
37452157,DP6423543972,19-09-2025,2623.92,Online shopping
37451867,GO8040083308,18-09-2025,3292.33,Utility payment
37451284,DJ4705714197,19-09-2025,1792.31,Fuel recharge
37452214,HF8894562927,19-09-2025,54.53,Subscription
37451662,GB8260180923,19-09-2025,3396.34,Medical expense
37451055,TF9891648501,19-09-2025,2469.48,Restaurant bill
37452406,ZU6505632455,19-09-2025,2756.34,Electronics
37451940,AD9888096241,19-09-2025,2457.78,Grocery purchase
37452259,RX9512929069,19-09-2025,536.09,Fuel recharge
37451296,BQ6007919539,18-09-2025,156.77,Fuel recharge
37451109,WD2598259871,19-09-2025,3560.93,Fuel recharge
37451498,DA3299362460,19-09-2025,295.44,Medical expense
37451471,YB0320844902,19-09-2025,1418.61,Miscellaneous
37451729,MB9014078616,19-09-2025,691.68,Restaurant bill
37451381,DY2293531820,18-09-2025,3082.37,Utility payment
37452327,SU0791756568,19-09-2025,2325.5,Miscellaneous
37451368,WU2706175390,18-09-2025,3582.78,Travel booking
37451079,RH0629381058,19-09-2025,835.01,Grocery purchase
37452109,PK7544898642,18-09-2025,3585.35,Online shopping
37451144,EJ5481556203,19-09-2025,3773.57,Miscellaneous
37451427,ND5255324276,18-09-2025,3059.96,Grocery purchase
37452197,CB4936563330,19-09-2025,2844.0,Medical expense
37451617,CI4286002501,19-09-2025,2909.38,Electronics
37452034,PE4034714750,18-09-2025,3098.89,Miscellaneous
37451466,TP8317527194,19-09-2025,1348.4,Miscellaneous
37452024,VP7837435570,19-09-2025,1200.02,Travel booking
37452115,SU5337028417,18-09-2025,4018.33,Subscription
37451485,IW6803080995,18-09-2025,3417.31,Electronics
37452394,WA0595315563,18-09-2025,2009.26,Miscellaneous
37451414,VB1032140339,18-09-2025,2785.85,Miscellaneous
37452037,LL9109277876,19-09-2025,2908.97,Online shopping
37451395,KO8338610370,19-09-2025,44.03,Utility payment
37451257,WC8056116146,18-09-2025,4986.18,Fuel recharge
37451228,QC7369371702,18-09-2025,406.67,Utility payment
37451887,KA5660667988,18-09-2025,422.44,Subscription
37451624,DQ4383511407,19-09-2025,3052.06,Miscellaneous
37452165,ES9009688493,18-09-2025,1000.2,Travel booking
37451273,RZ7401266398,18-09-2025,3096.65,Electronics
37452386,TG6365175520,19-09-2025,188.37,Subscription
37452175,PW5944951509,19-09-2025,4556.94,Subscription
37452180,UJ5393571320,19-09-2025,4320.08,Subscription
37452138,CD3651886538,18-09-2025,2152.69,Online shopping
37451788,IA9197846707,19-09-2025,1609.78,Online shopping
37451714,PT2414613981,19-09-2025,2269.48,Subscription
37451910,HE7750608458,19-09-2025,2336.52,Travel booking
37451013,NG7861021174,18-09-2025,2904.35,Electronics
37451898,CF2480483909,19-09-2025,3902.27,Online shopping
37451721,FR9154166381,19-09-2025,3294.92,Electronics
37451350,TX7422610416,18-09-2025,4627.48,Travel booking
37451794,VC1764308766,18-09-2025,3147.33,Medical expense
37452337,RH9321992184,18-09-2025,2827.83,Medical expense
37451383,KF7906261972,19-09-2025,3202.62,Online shopping
37452377,NI8152757738,18-09-2025,2726.56,Utility payment
37451129,YA8254542696,19-09-2025,827.48,Electronics
37452315,AH9620055160,18-09-2025,4277.33,Utility payment
37452104,HC7119533379,19-09-2025,2852.6,Grocery purchase
37452135,UK6930760600,18-09-2025,127.65,Medical expense
37451244,IA6568194898,19-09-2025,3087.37,Miscellaneous
37452281,HO7788554644,19-09-2025,4761.36,Electronics
37451974,VV1393170021,19-09-2025,574.97,Online shopping
37452283,DB9446323100,19-09-2025,3914.16,Online shopping
37451277,VR7828955353,18-09-2025,18.7,Utility payment
37451791,MU1745684838,18-09-2025,2547.51,Fuel recharge
37451875,EX7123567606,19-09-2025,4642.42,Utility payment
37451588,ST5654063922,19-09-2025,2158.55,Utility payment
37452109,NJ5753108501,18-09-2025,2938.28,Fuel recharge
37451601,JO0476272519,18-09-2025,1877.59,Travel booking
37452411,OQ6085199159,18-09-2025,4345.24,Online shopping
37451122,OI8681308973,19-09-2025,1884.17,Medical expense
37451948,BI7876235873,19-09-2025,4440.77,Medical expense
37451045,BK9540079692,19-09-2025,1804.84,Utility payment
37451843,RN6884452982,19-09-2025,2050.16,Travel booking
37452144,NJ6762035067,18-09-2025,3720.65,Subscription
37451628,AU4996999687,19-09-2025,2857.55,Electronics
37451361,TJ1734826049,19-09-2025,2354.31,Miscellaneous
37452427,VZ3785040773,19-09-2025,569.54,Subscription
37451750,HF6689086930,19-09-2025,2773.07,Travel booking
37451293,PV4726627347,19-09-2025,1732.65,Restaurant bill
37451068,UL9744085311,18-09-2025,1075.36,Utility payment
37451059,BX2871568924,19-09-2025,2904.64,Miscellaneous
37451529,UR0485795333,19-09-2025,4813.19,Subscription
37451334,LT1861974939,18-09-2025,2515.76,Medical expense
37452103,RZ3525553701,19-09-2025,2738.66,Miscellaneous
37451311,NV6047042943,18-09-2025,1421.16,Subscription
37451698,UV5110549896,18-09-2025,728.24,Electronics
37451736,GP8175008361,19-09-2025,4959.25,Fuel recharge
37451874,EK2818814101,18-09-2025,1854.52,Fuel recharge
37451054,IS3730777840,19-09-2025,2374.73,Miscellaneous
37451792,VE6662375983,19-09-2025,2221.22,Miscellaneous
37451981,VP0584098861,18-09-2025,2034.73,Fuel recharge
37451112,CY5163949191,19-09-2025,3888.71,Online shopping
37452383,WZ8386710388,18-09-2025,3157.06,Miscellaneous
37451671,GU4186389399,18-09-2025,4465.9,Fuel recharge
37452464,MS9766336572,19-09-2025,2397.96,Utility payment
37451997,KS2236933534,19-09-2025,3206.23,Utility payment
37452182,XG9043112001,18-09-2025,1576.51,Grocery purchase
37451453,WY9875534349,19-09-2025,4324.73,Fuel recharge
37451305,PZ0401429390,18-09-2025,321.66,Electronics
37452175,VS2346550240,19-09-2025,2781.81,Electronics
37452241,FV0253461489,19-09-2025,1512.2,Grocery purchase
37451850,AP2723657902,19-09-2025,2872.27,Grocery purchase
37452143,KB6864972456,19-09-2025,4562.88,Travel booking
37451149,XF4570751922,19-09-2025,1145.83,Online shopping
37451837,PS3556669073,18-09-2025,3809.2,Subscription
37451546,NC8955344808,18-09-2025,3341.84,Grocery purchase
37452223,YJ5766155979,18-09-2025,4044.52,Online shopping
37451205,UX4500374359,19-09-2025,1749.59,Utility payment
37451688,OY7621573947,19-09-2025,4584.84,Utility payment
37451334,FA1515668052,18-09-2025,4256.15,Subscription
37452348,RD8798055354,19-09-2025,1663.01,Miscellaneous
37451451,YM0114201128,19-09-2025,2724.63,Subscription
37452064,TC7194616512,19-09-2025,10.69,Online shopping
37451349,NL8388031766,19-09-2025,1309.14,Medical expense
37451598,SL0138712928,19-09-2025,4718.35,Travel booking
37451587,CT5079943314,18-09-2025,4229.76,Travel booking
37451868,NO9419909820,18-09-2025,4835.69,Miscellaneous
37452114,ZI6921434525,18-09-2025,4030.96,Utility payment
37452030,XS0638744435,18-09-2025,4652.71,Restaurant bill
37451585,XH6607134504,18-09-2025,3437.69,Grocery purchase
37451734,SF0550725621,19-09-2025,3024.57,Utility payment
37451906,SV7556842947,19-09-2025,722.59,Restaurant bill
37451773,SC1152349642,19-09-2025,381.76,Miscellaneous
37452218,GG7498970825,19-09-2025,3007.25,Miscellaneous
37451801,DB5388956984,19-09-2025,88.5,Subscription
37452268,MU9969345100,19-09-2025,2567.38,Utility payment
37452166,BO4786087715,19-09-2025,2207.51,Fuel recharge
37451318,IX9778871423,18-09-2025,980.24,Grocery purchase
37451897,DV1701278977,18-09-2025,3516.82,Fuel recharge
37452105,ME0034778554,18-09-2025,2883.42,Miscellaneous
37452288,BQ9847551614,19-09-2025,1183.73,Utility payment
37451569,FQ9844340234,19-09-2025,355.87,Electronics
37451934,LJ7074690041,19-09-2025,365.2,Medical expense
37451193,SI0832576551,18-09-2025,4077.37,Subscription
37452428,ZZ2776868828,18-09-2025,985.24,Medical expense
37451154,RW1233130896,18-09-2025,1265.82,Utility payment
37451657,AY9474683386,18-09-2025,4062.63,Online shopping
37451753,GU6798588425,18-09-2025,1538.57,Medical expense
37451809,WW1240918270,18-09-2025,1566.95,Medical expense
37451370,LQ7585640174,18-09-2025,1861.87,Subscription
37452320,LD6349875601,18-09-2025,2092.15,Restaurant bill
37452105,JE3227800385,19-09-2025,480.91,Subscription
37451006,SF5715379578,18-09-2025,3524.54,Medical expense
37452226,ES3172087625,18-09-2025,44.96,Restaurant bill
37451102,BY2762145451,19-09-2025,1755.0,Electronics
37451923,PG6043573444,19-09-2025,3395.31,Electronics
37451959,FY3203596289,18-09-2025,3214.53,Subscription
37452337,NT4792297733,19-09-2025,1403.68,Grocery purchase
37451147,ZO1859015056,18-09-2025,3117.24,Utility payment
37451413,ZA9365911203,18-09-2025,197.24,Grocery purchase
37451883,RL6317080569,19-09-2025,965.69,Grocery purchase
37451372,LA0558481831,18-09-2025,3846.4,Restaurant bill
37451676,NY5588989880,18-09-2025,1094.33,Travel booking
37451139,ZR8370312625,18-09-2025,1623.77,Subscription
37451756,ZA7351614093,18-09-2025,3511.18,Restaurant bill
37451053,TD5072994045,18-09-2025,3685.73,Medical expense
37451747,CY8639834503,19-09-2025,980.41,Fuel recharge
37452219,EU0295368665,18-09-2025,4213.51,Grocery purchase
37451797,GH6567731253,18-09-2025,2336.97,Utility payment
37451624,CO4482895465,18-09-2025,4622.52,Medical expense
37452220,EC2660223859,19-09-2025,3504.53,Electronics
37451165,SF6385819916,18-09-2025,3742.88,Online shopping
37452372,RU4321691775,19-09-2025,1925.59,Medical expense
37451054,DY7980675582,19-09-2025,3283.39,Online shopping
37451847,VO1030615010,19-09-2025,2078.02,Fuel recharge
37451749,JK4243344461,18-09-2025,1169.07,Travel booking
37452421,LR9405829685,18-09-2025,3483.55,Fuel recharge
37451265,QF9857211245,18-09-2025,2651.6,Miscellaneous
37451040,RY8654155955,18-09-2025,44.35,Fuel recharge
37451847,UA0434813365,19-09-2025,1087.27,Online shopping
37451341,YL8361411620,19-09-2025,568.62,Grocery purchase
37451761,RA4268392147,18-09-2025,4773.19,Restaurant bill
37451779,EY5582856276,19-09-2025,3597.65,Medical expense
37452164,GP8937321712,18-09-2025,2173.4,Restaurant bill
37451604,MS8359024770,19-09-2025,3472.58,Electronics
37452000,OD9975991084,18-09-2025,1972.27,Medical expense
37451003,XM2337606673,18-09-2025,1887.8,Restaurant bill
37451462,MG5837440096,18-09-2025,2215.31,Subscription
37451354,JH5934900690,18-09-2025,1411.1,Utility payment
37451842,YW4369014989,18-09-2025,211.8,Miscellaneous
37452465,MO5283896568,18-09-2025,2833.44,Travel booking
37451821,VU7516209851,18-09-2025,4983.85,Electronics
37452219,JZ6033812361,18-09-2025,3221.13,Travel booking
37451349,JA0155143703,18-09-2025,640.32,Utility payment
37451030,YO1662234203,18-09-2025,149.79,Electronics
37451602,FE1885442144,19-09-2025,4939.7,Miscellaneous
37451592,NM1880529185,19-09-2025,1149.07,Medical expense
